Word	Counts	Cluster
mountjoy	52	16
organism	52	8
post_free	52	15
narrative	51	19
possessing	51	19
paths	51	8
perceived	51	10
recollect	51	17
compassion	51	8
flesh	51	3
constrained	51	10
gloomy	51	3
bosom	51	8
responsibilities	51	8
hesitate	51	17
lips	51	8
tional	51	7
voted	51	10
valued	51	15
warming	51	3
profane	51	6
swearing	51	6
arrange	51	17
dungeons	51	3
hunger	51	8
correctness	51	0
deception	51	8
counter	51	19
reclaimed	51	10
perpetrated	51	10
blow	51	3
moses	51	19
representations	51	5
th	51	15
breast	51	3
preserving	51	8
forbear	51	17
acknowledgment	51	0
deadly	51	3
ca	51	7
receptacle	51	16
neck	51	3
senses	51	8
data	51	5
reserve	51	2
ford	51	15
selecting	51	7
endeavored	51	7
unhealthy	51	7
gilbert	51	15
pork	51	19
hare	51	7
destructive	51	7
brutal	51	8
blue	51	3
checked	51	10
acre	51	3
allotted	51	7
perth	51	16
repeal	51	0
comparing	51	1
tem	51	19
weapon	51	6
certificates	51	11
roman	51	15
lawfully	51	6
refusal	51	6
coat	51	3
ameliorating	51	7
addicted	51	10
wet	51	3
entitle	51	17
arisen	51	10
carriage	51	3
pamphlets	51	7
mistakes	51	5
fulfilled	51	10
civil_actions	51	19
michigan	51	19
constitutes	51	4
multiplication	51	16
disciplinary	51	7
fleet	51	19
mullen	51	15
labourer	51	8
lifeboats	51	2
widow	50	8
studies	50	8
display	50	8
columbia	50	16
crying	50	7
soap	50	3
oftener	50	7
bars	50	3
hung	50	3
enjoying	50	8
settle	50	17
objected	50	10
delight	50	8
sorry	50	10
quick	50	8
cellar	50	3
aug	50	19
clay	50	19
x	50	19
invariably	50	7
renew	50	17
strikes	50	4
esta	50	19
flour	50	19
statutes	50	5
disobedience	50	6
acquittal	50	6
protest	50	0
restraining	50	8
revision	50	0
tongue	50	8
gaming	50	6
conversed	50	1
capacities	50	8
abolishing	50	19
barbarous	50	7
vindictive	50	8
gardens	50	3
decline	50	7
customs	50	8
debate	50	11
equality	50	1
investment	50	2
efficiently	50	7
attainments	50	5
oclock	50	9
cite	50	17
percentage	50	16
deposits	50	2
savings_bank	50	11
thankfully_received	50	10
regent	50	15
perish	49	17
deepest	49	8
fears	49	8
conversant	49	1
doomed	49	8
eternal	49	8
proud	49	15
loud	49	19
gov	49	19
mail	49	8
highway	49	3
roberts	49	19
vile	49	8
further_enacted	49	10
deposit	49	6
boast	49	17
vigilant	49	7
invalids	49	19
dates	49	9
gates	49	3
lamentable	49	7
encountered	49	10
remarkably	49	19
mate	49	7
disadvantages	49	5
correcting	49	7
condemn	49	17
openly	49	19
anticipate	49	17
clinton	49	16
middlesex	49	16
lawyers	49	15
sing	49	19
preferable	49	7
recommends	49	4
coun	49	19
disturb	49	17
confirmation	49	7
aggravation	49	0
forging	49	19
unlawfully	49	6
dwelt	49	10
scanty	49	3
springs	49	8
moneys	49	2
linen	49	3
revolution	49	7
restoring	49	4
administrators	49	5
surrounding	49	7
impose	49	17
charter	49	19
inducing	49	4
granting	49	19
surveyor	49	15
drinks	49	3
owners	49	6
thither	49	7
drainage	49	16
miscellaneous	49	19
schoolmasters	49	16
proprietors	49	2
needle	49	3
museum	49	16
depression	48	8
bitter	48	8
entry	48	19
cheering	48	7
started	48	10
readiness	48	8
aids	48	5
exhausted	48	8
mending	48	3
dictates	48	8
candid	48	7
ally	48	19
emotion	48	8
tain	48	7
adjourned	48	11
abandonment	48	0
horse_stealing	48	19
prince	48	19
joined	48	10
apt	48	7
gloucester	48	19
evans	48	19
prints	48	11
taxed	48	2
both_sides	48	7
neces	48	7
possesses	48	4
castiron	48	3
warmth	48	3
younger	48	8
matrons	48	11
tree	48	3
measured	48	10
turns	48	3
contributing	48	2
approached	48	10
manufactory	48	3
urgently	48	7
confessed	48	10
resting	48	8
forfeiture	48	6
pretend	48	17
assert	48	17
forlorn	48	8
repealed	48	10
presumption	48	8
somebody	48	19
beside	48	19
certify	48	17
thereafter	48	19
inducement	48	0
poorer	48	8
imprisonments	48	9
inclination	48	8
caught	48	10
newcastle	48	19
construed	48	10
clause	48	11
sleigh	48	19
manufactures	48	16
stomach	48	19
cave	48	19
unquestionably	48	7
soft	48	3
bottle	48	19
lengthened	48	7
sufficiency	48	2
persuasion	48	8
repulsive	48	7
propounded	48	10
elevate	48	8
controlled	48	19
affixed	48	7
prostitution	48	8
brethren	48	8
workingmen	48	19
texas	48	15
registration	48	7
pleaded	48	6
hints	47	5
intend	47	17
separating	47	4
proofs	47	5
commencing	47	9
tasks	47	8
each_subscriber	47	2
judgments	47	6
pronounce	47	17
hat	47	3
cooper	47	19
objectionable	47	7
spelling	47	8
exclusion	47	8
manifestly	47	7
oftentimes	47	7
solicit	47	17
companies	47	16
stream	47	3
related	47	19
prosecutions	47	6
hubbard	47	19
donation	47	2
italy	47	19
bene	47	19
sions	47	19
cincinnati	47	15
incur	47	17
hi	47	15
signal	47	7
omission	47	0
wasted	47	19
observers	47	5
pieces	47	3
disturbance	47	8
cal	47	19
bind	47	17
runaway	47	19
knight	47	19
evinced	47	10
studied	47	7
ere	47	7
fifths	47	9
determining	47	4
persuade	47	17
prior	47	9
workman	47	8
minors	47	19
appealed	47	10
dock	47	3
belgium	47	16
hereditary	47	19
ques	47	19
yourself	47	8
dirt	47	3
purely	47	7
catholics	47	16
battle	47	8
your_lordship	47	7
wisconsin	47	15
promoters	47	8
pills	47	15
esteem	46	8
intimated	46	10
manhood	46	8
stamp	46	19
recommending	46	19
travel	46	3
students	46	11
acquiring	46	4
keys	46	3
omit	46	17
enabling	46	4
depended	46	8
subordinate	46	7
combinations	46	5
increases	46	4
varies	46	7
makers	46	3
dispensed	46	1
allusion	46	0
martin	46	19
lar	46	19
apology	46	0
respectfully_submitted	46	19
sends	46	4
scattered	46	3
agreement	46	0
retired	46	19
inquest	46	19
declares	46	4
sickly	46	8
chap	46	19
tence	46	6
foreign_countries	46	16
sincerely	46	7
contended	46	10
yielding	46	7
defend	46	17
insisted	46	10
slowly	46	7
riots	46	19
gradual	46	7
hanging	46	19
thirdly	46	19
availed	46	4
tailoring	46	3
inconsiderable	46	7
boxes	46	3
africa	46	19
sermon	46	19
outrage	46	6
setting_forth	46	4
mason	46	15
americans	46	19
yoke	46	19
prejudicial	46	7
wine	46	3
mature	46	7
accumulation	46	7
lime	46	3
avowed	46	4
gathering	46	3
grocers	46	19
delusion	46	8
endurance	46	8
opponents	46	5
unsound	46	7
lis	46	19
bis	46	19
workingman	46	19
augmentation	46	8
incentives	46	8
remunerative	46	7
boots	46	3
chancellor	46	11
policies	46	2
bermuda	46	16
ditto_ditto	46	19
paternoster_row	46	19
persistent	46	7
offense	46	6
hazard	45	19
prompted	45	10
theodore	45	19
detain	45	17
salvation	45	8
der	45	19
beneficent	45	7
serves	45	4
guided	45	10
yielded	45	10
plates	45	19
dies	45	3
villany	45	8
grown	45	10
equivalent	45	7
weavers	45	19
lodge	45	3
irregular	45	7
gains	45	19
reed	45	19
ran	45	3
warehouse	45	3
tribunals	45	6
walking	45	3
examinations	45	5
fish	45	3
insurance	45	15
penn	45	19
tavern	45	15
acceptable	45	7
appearing	45	19
cultivate	45	8
cleaning	45	19
speedy	45	7
peters	45	19
unavoidable	45	7
marble	45	3
minded	45	8
marine	45	16
pearson	45	19
rye	45	2
alarming	45	7
offended	45	10
grows	45	4
sinking	45	8
unqualified	45	7
regulating	45	19
repeatedly	45	19
revoked	45	9
courtesy	45	8
benefited	45	10
licensed	45	19
obstruction	45	3
airy	45	3
grain	45	3
substitution	45	8
thompson	45	19
solicitude	45	8
belonged	45	4
luxury	45	8
bestow	45	17
grievous	45	19
continuing	45	8
shot	45	3
apprenticeship	45	19
voyage	45	16
seize	45	19
attributable	45	7
mitigate	45	8
calm	45	8
lessening	45	4
inducements	45	5
appointments	45	5
tent	45	3
skilled	45	7
indifferent	45	7
applies	45	4
patron	45	15
vigour	45	8
bulk	45	0
pending	45	6
wrongdoing	45	8
pails	45	3
mayors	45	19
bags	45	19
needlework	45	3
hinder	45	17
international	45	11
teachings	44	8
ashamed	44	10
mended	44	3
delightful	44	7
proprietor	44	19
engagements	44	8
depth	44	3
coldwater	44	3
meets	44	4
undertook	44	4
retaining	44	4
weary	44	8
oppose	44	17
cards	44	19
connect	44	1
continual	44	8
breathe	44	3
noise	44	3
ters	44	19
permits	44	4
learnt	44	10
subordinate_officers	44	19
skilful	44	19
rigidly	44	7
subordination	44	8
unusually	44	0
culprits	44	19
auditors	44	19
rochester	44	19
remedial	44	7
georgia	44	19
recommitted	44	10
shutout	44	8
muscular	44	8
opens	44	4
flues	44	3
warrants	44	19
whoever	44	19
predecessor	44	8
recommendations	44	5
invalid	44	8
remuneration	44	2
prohibition	44	8
imperfectly	44	7
impressive	44	7
product	44	2
indefinite	44	7
edinburgh	44	19
temporal	44	8
barn	44	3
telling	44	4
reading_writing	44	19
edu	44	19
townsend	44	19
instant	44	7
handed	44	15
complied	44	1
novel	44	7
authorize	44	17
destined	44	7
endeavors	44	8
attribute	44	17
finest	44	3
proportions	44	19
instructing	44	4
advised	44	10
hood	44	19
sys	44	0
interviews	44	1
representing	44	19
thankful	44	19
curiosity	44	8
bow	44	19
burdens	44	8
oxford_street	44	15
schooling	44	2
gt	44	15
bequests	44	19
repression	44	8
page_images	44	3
comprehension	44	0
albert	44	19
constabulary	44	11
lord_brougham	44	15
willits	44	15
lusk	44	16
hartford	43	19
glorious	43	19
chastisement	43	6
sweet	43	3
addressing	43	4
edwards	43	19
peculiarity	43	0
missions	43	16
breath	43	3
vermin	43	19
concord	43	19
substantially	43	7
complicated	43	7
crease	43	19
inference	43	0
accord	43	19
gratuitously	43	19
debased	43	8
petit	43	19
commendation	43	8
specimens	43	8
wilson	43	19
waters	43	3
detect	43	17
provincial	43	16
ceases	43	4
disregarded	43	19
columbus	43	15
correctly	43	7
corporeal	43	8
reversed	43	10
independently	43	8
remitted	43	10
theirs	43	19
unwholesome	43	3
twelfth	43	9
sundays	43	9
dismissal	43	19
superficial	43	7
dishonesty	43	19
hath	43	15
watching	43	7
damage	43	19
brand	43	6
murderer	43	19
stable	43	3
jealousy	43	8
promising	43	7
wooden	43	3
dismiss	43	17
enlist	43	17
issuing	43	19
skinner	43	15
afraid	43	19
yeoman	43	19
managing	43	4
perverted	43	7
channels	43	8
implies	43	4
triumph	43	19
inquiring	43	19
aimed	43	19
pittsburgh	43	19
intoxicating	43	8
votes	43	11
diemen	43	15
university	43	19
marquis	43	19
intercommunication	43	1
rural	43	16
gratuities	43	2
wandsworth	43	15
turner	43	19
earnestly_solicited	43	15
parallel	42	8
favorite	42	19
mend	42	17
asks	42	4
literally	42	19
dislike	42	8
willingness	42	8
preached	42	10
oldest	42	16
inserted	42	10
ascribed	42	10
inestimable	42	7
observable	42	7
unwilling	42	7
pale	42	8
diversity	42	0
suc	42	19
methodist	42	15
cleveland	42	19
hastings	42	19
confining	42	4
cart	42	3
enjoyments	42	8
ware	42	19
rector	42	19
neatly	42	3
recognised	42	10
prey	42	8
attends	42	4
credited	42	10
divine_service	42	9
individually	42	19
observance	42	8
loring	42	15
tennessee	42	19
informing	42	4
argue	42	17
atrocious	42	19
enlisted	42	10
negative	42	7
ruinous	42	7
mingled	42	1
honest_livelihood	42	2
ranged	42	19
trivial	42	7
indirect	42	7
almshouses	42	19
grog	42	3
circum	42	19
incumbent	42	8
longest	42	9
forcible	42	19
withhold	42	17
respectful	42	7
undersigned	42	19
consistently	42	1
planned	42	16
repairing	42	3
fullest	42	7
diminishes	42	4
cow	42	3
attainable	42	7
accommodated	42	10
pos	42	7
lost_sight	42	10
immoral	42	19
maker	42	15
politic	42	7
advertisement	42	19
array	42	0
stern	42	8
rail	42	3
unmarried	42	19
isolated	42	7
shores	42	16
achieved	42	10
wisest	42	7
idiotic	42	16
gaoler	42	19
shrink	42	17
scores	42	19
fittings	42	3
qualification	42	0
stimulated	42	10
labouring	42	19
exceptional	42	7
workings	42	5
waited	42	10
policeman	42	6
challenges	42	19
miss_carpenter	42	15
lancet	42	15
authentic	41	19
temperament	41	8
testified	41	4
congratulate	41	17
urging	41	4
bounds	41	8
abodes	41	8
loathsome	41	19
repose	41	19
dictate	41	8
conversing	41	1
lighting	41	3
fighting	41	19
constructing	41	7
inflicting	41	6
subdue	41	19
creased	41	10
admiration	41	8
est	41	19
contamination	41	8
campbell	41	19
ty	41	19
fortunately	41	19
reli	41	19
intro	41	10
oc	41	19
tice	41	19
supposition	41	0
oaths	41	19
unequal	41	7
accountable	41	8
violating	41	4
sanguine	41	7
accepting	41	19
heated	41	3
conveniently	41	7
talking	41	3
trenton	41	19
incipient	41	7
tucker	41	19
unfavourable	41	7
practicability	41	0
gentleness	41	8
presentation	41	19
answering	41	19
walker	41	19
remind	41	17
ate	41	19
tons	41	3
changing	41	4
contemplates	41	4
beggar	41	19
exemption	41	8
neigh	41	19
cares	41	8
cookery	41	19
deducted	41	10
congregated	41	16
nearer	41	7
apathy	41	8
lend	41	17
indiscriminately	41	3
modify	41	17
refusing	41	19
behaved	41	4
therefor	41	19
growup	41	17
smallpox	41	19
imposing	41	19
audience	41	19
violate	41	17
timber	41	19
chil	41	8
extravagance	41	8
births	41	19
wholesale	41	19
tastes	41	8
cottages	41	3
machines	41	19
tests	41	5
postoffice	41	11
meanwhile	41	19
hulk	41	19
hotel	41	19
start	41	17
smithfield	41	19
gratuity	41	2
mistresses	41	19
attach	40	17
cultivated	40	10
confided	40	10
reforms	40	19
suggestive	40	19
attacked	40	1
whitewashed	40	3
palpable	40	19
passing_counterfeit	40	6
systematically	40	19
inner	40	3
edge	40	3
weighed	40	19
facilitate	40	19
tailor	40	19
neglecting	40	19
practise	40	8
codman	40	19
reducing	40	4
vacant	40	3
advantageously	40	7
dent	40	19
ring	40	19
amid	40	19
potter	40	19
usefully	40	7
walks	40	3
savage	40	19
cd	40	19
rope	40	3
praiseworthy	40	19
consulted	40	19
fisher	40	19
bushel	40	2
classified	40	19
oppressive	40	19
irons	40	3
usage	40	19
agitation	40	19
naval	40	16
efficacious	40	7
speaker	40	19
interfered	40	1
exterior	40	3
lated	40	19
distressed	40	8
assumes	40	4
threatening	40	19
tribunal	40	6
shoulders	40	3
enables	40	4
correspond	40	1
tells	40	4
unhappily	40	19
starve	40	3
starvation	40	8
writs	40	6
shock	40	8
patterson	40	19
mingle	40	1
considers	40	4
mentally	40	8
holders	40	19
marvellous	40	19
withholding	40	8
inebriates	40	7
contrived	40	8
rewarded	40	10
prussia	40	19
secures	40	4
thank	40	19
morrow	40	19
subservient	40	7
indications	40	5
sustenance	40	2
divide	40	17
products	40	19
regiment	40	16
vocation	40	8
founder	40	19
comments	40	5
depot	40	19
policemen	40	19
policeforce	40	16
largo	40	19
emigrated	40	19
acquisition	40	8
lungs	39	19
doctrines	39	5
depart	39	19
overwork	39	2
mortal	39	8
withdrawal	39	8
garment	39	3
immortal	39	8
wretch	39	8
expend	39	17
gin	39	19
threat	39	19
amidst	39	19
listened	39	1
shared	39	10
vacancies	39	11
villain	39	19
pipe	39	3
infirm	39	19
invention	39	8
pilsbury	39	19
indignation	39	8
theories	39	5
fre	39	19
awful	39	19
lewis	39	19
shoe_shop	39	19
proposal	39	19
sobriety	39	8
teaches	39	4
rebellion	39	8
preclude	39	7
reserved	39	19
unemployed	39	19
inspire	39	8
latest	39	7
obedient	39	19
worthless	39	19
plant	39	3
interrogatories	39	11
deprivation	39	19
falsehood	39	19
counteracting	39	7
tradesmen	39	19
safe_custody	39	8
strengthening	39	7
injuries	39	6
operating	39	10
ser	39	7
disposing	39	4
lincoln	39	15
reporting	39	11
relapsed	39	10
ventured	39	7
fortnight	39	9
bought	39	3
insertion	39	0
foreman	39	19
forbids	39	4
apparel	39	3
affidavit	39	19
tyranny	39	19
politics	39	8
sensibly	39	19
collections	39	19
wilkinson	39	19
aroused	39	10
pleas	39	19
sailor	39	19
helped	39	10
mon	39	19
commanding	39	19
energetic	39	7
resisted	39	19
volunteer	39	7
mercantile	39	16
attested	39	10
lieutenant	39	19
quote	39	17
vision	39	19
guardianship	39	8
sugar	39	19
gun	39	19
nos	39	19
structures	39	5
fountains	39	8
pause	39	8
assuredly	39	7
selfish	39	8
cars	39	3
sharpless	39	19
london_bridge	39	19
national_lifeboat	39	19
toast	39	11
creeds	39	5
privy_council	39	11
norfolk	38	19
summon	38	17
won	38	19
contented	38	7
collecting	38	2
chest	38	19
replies	38	19
imperative	38	7
driving	38	19
nights	38	9
ted	38	19
quorum	38	19
concert	38	19
holes	38	3
operates	38	4
wounds	38	8
checks	38	19
discretionary	38	6
unrestrained	38	8
drop	38	3
asa	38	19
cox	38	15
import	38	19
assistant_keepers	38	19
compound	38	19
grand_larceny	38	19
signature	38	11
dog	38	19
lunatic_asylums	38	19
canal	38	19
scott	38	19
dred	38	15
righteous	38	19
resident_chaplain	38	19
residing	38	19
blacksmiths	38	3
enclosure	38	3
demoralizing	38	19
grated	38	3
unsuccessful	38	19
shaw	38	19
salt	38	19
bushels	38	2
mortification	38	8
sustains	38	19
trustworthy	38	7
resemble	38	7
tories	38	19
verbal	38	11
differences	38	5
hint	38	19
dens	38	8
exempted	38	10
descriptions	38	19
torn	38	19
hampshire	38	15
embodied	38	19
rents	38	2
drinkers	38	19
schoolteachers	38	16
ore	38	19
apprentices	38	19
eliot	38	19
advances	38	19
hourly	38	8
searching	38	19
propositions	38	19
monstrous	38	19
involuntary	38	19
loses	38	4
concluding	38	19
subscribed	38	19
supplement	38	19
illiterate	38	19
delinquency	38	19
groundfloor	38	3
tells_us	38	4
conveniences	38	3
irritation	38	8
fashionable	38	19
responded	38	19
summarily	38	6
trusts	38	19
checking	38	7
holborn	38	15
chicago	38	19
yorkshire	38	19
vols	38	19
illegitimate	38	8
eternity	37	8
uncommon	37	7
intense	37	7
passthrough	37	19
sovereign	37	19
cunning	37	19
malignant	37	19
golden	37	19
consented	37	10
preside	37	17
comfortably	37	3
alphabet	37	7
founders	37	19
dull	37	19
consciences	37	8
suspicious	37	7
sodomy	37	19
generations	37	19
perpetration	37	8
loan	37	2
indicates	37	19
hudson	37	19
permitting	37	19
ruined	37	8
appetites	37	8
tide	37	19
abstain	37	17
offend	37	17
firmness	37	8
dissipated	37	19
purse	37	3
farming	37	3
decreased	37	10
compelling	37	4
warmly	37	7
disproportion	37	0
queries	37	5
ceiling	37	3
manly	37	8
retirement	37	19
nuisances	37	19
arch	37	19
picked	37	3
shirts	37	19
deficiencies	37	5
assure	37	17
numbered	37	9
tenements	37	3
terrors	37	8
resource	37	0
wiser	37	19
dosomething	37	17
suf	37	19
summons	37	19
creator	37	19
destiny	37	19
stanley	37	15
peril	37	8
cleanly	37	3
gratefully	37	11
calculations	37	19
response	37	19
throwing	37	3
plenty	37	19
wore	37	19
ee	37	19
temporarily	37	19
palace	37	19
conflict	37	1
seeds	37	8
executive_clemency	37	8
protecting	37	8
recollections	37	19
visiting_justices	37	19
spike_island	37	19
associating	37	1
unfortunates	37	8
ft	37	19
johnston	37	19
libraries	36	19
sacrifices	36	8
deference	36	8
forever	36	19
yesterday	36	15
preach	36	19
noticing	36	19
weaken	36	19
mary	36	19
sterling	36	19
cheerfulness	36	8
powder	36	3
counterfeiters	36	19
construct	36	19
murderers	36	19
counterfeit_money	36	19
ocean	36	19
robber	36	19
tale	36	19
ambition	36	19
induces	36	4
tread	36	3
homer	36	15
intelligible	36	19
locked	36	3
shocking	36	19
repress	36	8
thomaston	36	19
lunacy	36	19
teeth	36	19
marshall	36	19
mingling	36	1
contaminating	36	8
tempt	36	19
conform	36	17
commu	36	19
constitutions	36	8
emerson	36	19
baldwin	36	19
pint	36	19
enduring	36	19
indus	36	19
premature	36	8
rated	36	19
puts	36	19
emergency	36	0
losses	36	19
combining	36	19
preston	36	15
suspect	36	19
representative	36	19
credible	36	19
hardship	36	8
maxim	36	19
islands	36	19
disadvantage	36	19
intolerable	36	7
elections	36	19
si	36	19
securities	36	2
privately	36	19
forfeit	36	19
ished	36	19
impurity	36	19
lapse	36	9
holder	36	19
avails	36	19
stocks	36	19
downward	36	8
plymouth	36	19
troublesome	36	7
quickly	36	19
tear	36	3
device	36	6
functionaries	36	5
slate	36	19
splendid	36	15
phraseology	36	7
emphatic	36	19
reckoned	36	10
corners	36	3
instincts	36	8
regions	36	19
setaside	36	19
ruling	36	19
hastily	36	7
crew	36	19
indisputable	36	19
gentry	36	19
ministrations	36	8
educating	36	19
fashion	36	19
london_tavern	36	15
recipients	36	19
obstructions	36	19
robberies	36	19
assortment	36	3
neighbours	36	8
curable	36	19
carries	35	4
lamented	35	19
common_pleas	35	19
berkshire	35	15
perusal	35	19
flattering	35	19
shortened	35	10
sadly	35	19
marshal	35	11
infinitely	35	7
retire	35	19
recollected	35	10
interview	35	1
fond	35	19
weakened	35	8
vastly	35	7
overlook	35	19
obscene	35	19
dimensions	35	19
indulgences	35	8
te	35	19
horrors	35	8
sharp	35	19
beecher	35	19
posts	35	19
snow	35	19
palmer	35	19
reynolds	35	19
shade	35	19
intoxicated	35	19
religious_exercises	35	19
unsafe	35	7
maiming	35	19
over_stint	35	2
mount_pleasant	35	19
harsh	35	19
justifiable	35	19
enclose	35	19
kent	35	19
crane	35	19
butler	35	19
lbs	35	19
depending	35	8
profound	35	8
pretence	35	6
comply	35	1
infirmity	35	8
frightful	35	19
firmly	35	7
ignored	35	19
actively	35	8
chained	35	19
matthew	35	19
frederick	35	19
preceded	35	10
lashes	35	9
consulting	35	19
chapels	35	19
schoolrooms	35	3
cts	35	19
enlarging	35	19
woollen	35	19
sheets	35	3
parentage	35	19
erie	35	19
accidental	35	7
thieving	35	19
presentment	35	11
vent	35	8
dried	35	3
painfully	35	19
owed	35	19
deplore	35	19
manufacturer	35	15
averaging	35	19
mania	35	19
extremity	35	19
boldness	35	8
clerical	35	15
dare	35	19
assumption	35	8
stairs	35	3
arbitrary	35	19
buried	35	19
irksome	35	19
indigent	35	2
phrase	35	19
doom	35	19
elizabeth	35	19
ono	35	19
describes	35	19
lists	35	19
embezzlement	35	19
residents	35	16
protestants	35	16
manifestation	35	8
transgressor	35	8
